#COMMAND
Name        '~
Code        do_say
Position    5
Level       0
Log         0
Ooc         0
End

#COMMAND
Name        ,~
Code        do_emote
Position    0
Level       1
Log         0
Ooc         0
End

#COMMAND
Name        .~
Code        do_ooc
Position    4
Level       1
Log         0
Ooc         0
End

#COMMAND
Name        :~
Code        do_emote
Position    0
Level       0
Log         0
Ooc         0
End

#COMMAND
Name        ;~
Code        do_gtell
Position    0
Level       0
Log         0
Ooc         0
End

#COMMAND
Name        abajo~
Code        do_down
Position    8
Level       0
Log         0
Ooc         0
End

#COMMAND
Name        arriba~
Code        do_up
Position    8
Level       0
Log         0
Ooc         0
End

#COMMAND
Name        acelerar~
Code        do_accelerate
Position    5
Level       0
Log         0
Ooc         0
End

#COMMAND
Name        anyadirpiloto~
Code        do_addpilot
Position    5
Level       0
Log         0
Ooc         0
End

#COMMAND
Name        allships~
Code        do_allships
Position    5
Level       31
Log         0
Ooc         0
End

#COMMAND
Name        armar~
Code        do_arm
Position    5
Level       0
Log         0
Ooc         0
End

#COMMAND
Name        autorecargar~
Code        do_autorecharge
Position    5
Level       0
Log         0
Ooc         0
End

#COMMAND
Name        autoseguimiento~
Code        do_autotrack
Position    5
Level       0
Log         0
Ooc         0
End

#COMMAND
Name        at~
Code        do_at
Position    0
Level       33
Log         0
Ooc         0
End

#COMMAND
Name        afectado~
Code        do_affected
Position    4
Level       0
Log         0
Ooc         0
End

#COMMAND
Name        afk~
Code        do_afk
Position    4
Level       0
Log         0
Ooc         0
End

#COMMAND
Name        ansi~
Code        do_ansi
Position    0
Level       0
Log         0
Ooc         0
End

#COMMAND
Name        aassign~
Code        do_aassign
Position    0
Level       32
Log         1
Ooc         0
End

#COMMAND
Name        anyadirrecompensa~
Code        do_addbounty
Position    0
Level       0
Log         1
Ooc         0
End

#COMMAND
Name        activar~
Code        do_use
Position    5
Level       0
Log         0
Ooc         0
End

#COMMAND
Name        advance~
Code        do_advance
Position    0
Level       33
Log         1
Ooc         0
End

#COMMAND
Name        allow~
Code        do_allow
Position    0
Level       35
Log         1
Ooc         0
End

#COMMAND
Name        areas~
Code        do_areas
Position    0
Level       0
Log         0
Ooc         0
End

#COMMAND
Name        aset~
Code        do_aset
Position    0
Level       33
Log         1
Ooc         0
End

#COMMAND
Name        astat~
Code        do_astat
Position    0
Level       32
Log         0
Ooc         0
End

#COMMAND
Name        aplicar~
Code        do_apply
Position    0
Level       1
Log         0
Ooc         0
End

#COMMAND
Name        authorize~
Code        do_authorize
Position    0
Level       32
Log         1
Ooc         0
End

#COMMAND
Name        allspeeders~
Code        do_allspeeders
Position    0
Level       31
Log         0
Ooc         0
End

#COMMAND
Name        autopiloto~
Code        do_autopilot
Position    0
Level       1
Log         0
Ooc         0
End

#COMMAND
Name        aceptar~
Code        do_accept
Position    0
Level       1
Log         0
Ooc         0
End

#COMMAND
Name        aaceptar~
Code        do_aaccept
Position    0
Level       1
Log         0
Ooc         0
End

#COMMAND
Name        adeclinar~
Code        do_adecline
Position    0
Level       1
Log         0
Ooc         0
End

#COMMAND
Name        arena~
Code        do_arena
Position    0
Level       1
Log         0
Ooc         0
End

#COMMAND
Name        aquien~
Code        do_awho
Position    0
Level       0
Log         0
Ooc         0
End

#COMMAND
Name        afama~
Code        do_ahall
